CA,-,4.2,5.00,Witbier,(619) 299-2537,Acoustic Ales Brewing Experiment,6192992537,Witte Snake,6,San Diego
CA,-,3.57,7.75,Rye Beer,(619) 299-2537,Acoustic Ales Brewing Experiment,6192992537,You’ll Hop Your Rye Out,3,San Diego
CA,-,-,6.00,American Pale Ale (APA),(858) 549-9888,AleSmith Brewing Company,8585499888,.394 Tony's Take (San Diego Pale Ale With Grapefruits & Oranges),4,San Diego
CA,-,-,5.00,English Brown Ale,(858) 549-9888,AleSmith Brewing Company,8585499888,Alesmith Barrel Aged Nut Brown Ale With Coconut,1,San Diego
CA,-,4.21,10.00,Wheatwine,(858) 549-9888,AleSmith Brewing Company,8585499888,AleSmith Decadence 2014 Bourbon Barrel Aged,4,San Diego
CA,-,3.86,10.00,Belgian Strong Pale Ale,(858) 549-9888,AleSmith Brewing Company,8585499888,AleSmith Decadence 2015 - Belgian-Style Amber,31,San Diego
CA,-,4.11,6.66,American Amber / Red Ale,(858) 549-9888,AleSmith Brewing Company,8585499888,AleSmith Evil Dead Red,480,San Diego
CA,95,4.06,10.00,Belgian Strong Dark Ale,(858) 549-9888,AleSmith Brewing Company,8585499888,AleSmith Grand Cru Ale,846,San Diego
CA,-,4.4,12.00,American Double / Imperial Stout,(858) 549-9888,AleSmith Brewing Company,8585499888,Alesmith Hawaiian Speedway Stout,217,San Diego
CA,100,4.03,10.00,Belgian Strong Pale Ale,(858) 549-9888,AleSmith Brewing Company,8585499888,AleSmith Horny Devil,939,San Diego
CA,-,4.28,7.25,American IPA,(858) 549-9888,AleSmith Brewing Company,8585499888,AleSmith IPA,"3,750",San Diego
CA,-,3.83,5.95,Belgian Pale Ale,(858) 549-9888,AleSmith Brewing Company,8585499888,AleSmith Lil' Devil,162,San Diego
CA,-,-,5.25,Belgian Pale Ale,(858) 549-9888,AleSmith Brewing Company,8585499888,AleSmith Lil' Devil - Hibiscus,7,San Diego
CA,-,-,5.95,Belgian Pale Ale,(858) 549-9888,AleSmith Brewing Company,8585499888,AleSmith Lil' Devil Tart,3,San Diego
CA,-,4,6.66,American Amber / Red Ale,(858) 549-9888,AleSmith Brewing Company,8585499888,AleSmith My Bloody Valentine,549,San Diego
CA,-,4.02,5.00,English Brown Ale,(858) 549-9888,AleSmith Brewing Company,8585499888,AleSmith Nut Brown Ale,671,San Diego
CA,-,-,11.00,American Barleywine,(858) 549-9888,AleSmith Brewing Company,8585499888,AleSmith Old Knumbskull - Brandy Barrel Aged 2015,6,San Diego
CA,88,4.15,11.00,American Barleywine,(858) 549-9888,AleSmith Brewing Company,8585499888,AleSmith Old Numbskull,"1,331",San Diego
CA,-,4.29,11.00,American Barleywine,(858) 549-9888,AleSmith Brewing Company,8585499888,AleSmith Old Numbskull - Barrel Aged,395,San Diego
CA,-,4.02,6.50,American Porter,(858) 549-9888,AleSmith Brewing Company,8585499888,AleSmith Robust Porter,47,San Diego
CA,-,4.37,12.00,American Double / Imperial Stout,(858) 549-9888,AleSmith Brewing Company,8585499888,AleSmith Speedway Stout,"6,104",San Diego
CA,-,3.98,12.00,American Double / Imperial Stout,(858) 549-9888,AleSmith Brewing Company,8585499888,AleSmith Speedway Stout - Bananas Foster,4,San Diego
CA,-,4.47,12.00,American Double / Imperial Stout,(858) 549-9888,AleSmith Brewing Company,8585499888,AleSmith Speedway Stout - Bourbon Barrel Aged,"1,818",San Diego
CA,-,4.13,12.00,American Double / Imperial Stout,(858) 549-9888,AleSmith Brewing Company,8585499888,AleSmith Speedway Stout - Butterfinger,4,San Diego
CA,-,3.85,12.00,American Double / Imperial Stout,(858) 549-9888,AleSmith Brewing Company,8585499888,AleSmith Speedway Stout - Caramel Swirl,6,San Diego
CA,-,4.41,12.00,Russian Imperial Stout,(858) 549-9888,AleSmith Brewing Company,8585499888,Alesmith Speedway Stout - Double Coffee,12,San Diego
CA,-,4.91,12.00,American Double / Imperial Stout,(858) 549-9888,AleSmith Brewing Company,8585499888,Alesmith Speedway Stout - Ethiopian Coffee,10,San Diego
CA,-,-,12.00,American Double / Imperial Stout,(858) 549-9888,AleSmith Brewing Company,8585499888,AleSmith Speedway Stout - Grand Marnier,1,San Diego
CA,-,3.94,12.00,American Double / Imperial Stout,(858) 549-9888,AleSmith Brewing Company,8585499888,AleSmith Speedway Stout - Graveyard Shift Espresso,7,San Diego
CA,-,4.52,12.00,American Double / Imperial Stout,(858) 549-9888,AleSmith Brewing Company,8585499888,AleSmith Speedway Stout - Hawaiian,38,San Diego
CA,-,4.6,12.00,American Double / Imperial Stout,(858) 549-9888,AleSmith Brewing Company,8585499888,AleSmith Speedway Stout - Hazelnut,4,San Diego
CA,-,4.05,12.00,American Double / Imperial Stout,(858) 549-9888,AleSmith Brewing Company,8585499888,AleSmith Speedway Stout - Italian Roast,2,San Diego
CA,-,4.49,12.00,American Double / Imperial Stout,(858) 549-9888,AleSmith Brewing Company,8585499888,AleSmith Speedway Stout - Kau Coffee,1,San Diego
CA,-,4.3,12.00,American Double / Imperial Stout,(858) 549-9888,AleSmith Brewing Company,8585499888,AleSmith Speedway Stout - Kona Coffee,169,San Diego
CA,-,4.4,12.00,American Double / Imperial Stout,(858) 549-9888,AleSmith Brewing Company,8585499888,AleSmith Speedway Stout - Kopi Luwak,519,San Diego
CA,-,4.01,12.00,American Double / Imperial Stout,(858) 549-9888,AleSmith Brewing Company,8585499888,AleSmith Speedway Stout - Maple Blueberry Pancake,4,San Diego
